identifier,frequency,startdate,splitgift,donor,motivation_1,recipient_support_1,recipient_keymin_1,recipient_field_1,amount_1,motivation_2,recipient_support_2,recipient_keymin_2,recipient_field_2,amount_2,motivation_3,recipient_support_3,recipient_keymin_3,recipient_field_3,amount_3
2655,monthly,2012-11-28T00:00:00,3,708,FIELD,191,40,3,29,KEYMIN,87,6,6,312,SUPPORT,197,6,10,472
2656,quarterly,2012-08-18T00:00:00,2,699,SUPPORT,145,4,5,370,SUPPORT,175,23,10,404,SUPPORT,33,34,17,233
2657,quarterly,2012-12-12T00:00:00,1,703,KEYMIN,112,38,13,248,SUPPORT,73,24,16,216,FIELD,115,42,18,103
2658,monthly,2012-10-29T00:00:00,3,56,KEYMIN,84,46,6,82,KEYMIN,199,22,10,375,KEYMIN,143,33,15,192
2659,once,2012-11-28T00:00:00,2,386,SUPPORT,127,26,12,353,KEYMIN,39,44,1,482,KEYMIN,1,12,20,44
2660,monthly,2012-05-30T00:00:00,2,385,SUPPORT,158,23,18,415,SUPPORT,28,20,3,131,FIELD,53,9,7,180
2661,monthly,2012-06-11T00:00:00,1,889,KEYMIN,126,32,8,392,SUPPORT,56,5,7,342,SUPPORT,61,47,3,331
2662,monthly,2012-08-06T00:00:00,2,593,KEYMIN,81,5,17,182,SUPPORT,173,44,5,128,FIELD,131,19,1,110
2663,quarterly,2012-01-23T00:00:00,1,438,SUPPORT,8,43,3,221,SUPPORT,6,31,12,457,KEYMIN,145,18,20,399
2664,monthly,2012-11-02T00:00:00,2,127,KEYMIN,194,6,10,472,FIELD,47,8,7,91,FIELD,12,29,18,257
2665,once,2012-03-17T00:00:00,1,864,SUPPORT,41,1,3,140,FIELD,10,41,5,461,SUPPORT,54,46,11,338
2666,quarterly,2012-07-29T00:00:00,1,872,SUPPORT,169,39,10,457,SUPPORT,68,25,12,344,SUPPORT,184,31,14,13
2667,quarterly,2012-10-15T00:00:00,1,770,SUPPORT,117,29,4,86,KEYMIN,36,49,5,245,SUPPORT,189,27,5,89
2668,once,2012-08-16T00:00:00,1,552,KEYMIN,197,10,5,301,SUPPORT,137,2,4,290,SUPPORT,168,20,14,436
2669,once,2012-06-05T00:00:00,2,297,KEYMIN,26,17,11,201,SUPPORT,103,20,9,455,SUPPORT,25,5,7,282
2670,quarterly,2012-01-01T00:00:00,3,48,SUPPORT,42,6,13,77,FIELD,103,8,13,317,SUPPORT,18,26,15,468
2671,once,2012-03-27T00:00:00,2,243,SUPPORT,197,4,9,55,SUPPORT,13,6,19,37,KEYMIN,164,38,13,492
2672,once,2012-12-30T00:00:00,1,684,SUPPORT,191,10,16,322,SUPPORT,19,13,14,153,KEYMIN,64,8,3,308
2673,monthly,2012-12-12T00:00:00,1,886,SUPPORT,149,18,10,411,KEYMIN,156,5,19,321,SUPPORT,148,20,15,111
2674,once,2012-10-29T00:00:00,1,117,FIELD,128,19,16,372,KEYMIN,95,26,18,489,SUPPORT,159,36,14,282
2675,once,2012-07-31T00:00:00,2,746,KEYMIN,163,50,11,410,SUPPORT,188,15,14,280,KEYMIN,198,39,11,63
2676,monthly,2012-09-05T00:00:00,1,739,FIELD,187,9,13,108,SUPPORT,50,45,17,421,SUPPORT,187,27,5,405
2677,monthly,2012-05-04T00:00:00,1,90,SUPPORT,176,40,18,119,KEYMIN,31,27,19,309,SUPPORT,49,46,12,234
2678,quarterly,2012-04-30T00:00:00,2,600,SUPPORT,189,7,12,271,FIELD,158,19,8,291,KEYMIN,26,35,20,86
2679,once,2012-08-26T00:00:00,2,847,SUPPORT,27,22,9,369,FIELD,66,2,9,312,SUPPORT,64,22,16,314
2680,monthly,2012-01-11T00:00:00,1,439,FIELD,86,27,17,91,KEYMIN,80,22,9,316,KEYMIN,149,27,19,247
2681,monthly,2012-09-17T00:00:00,1,259,SUPPORT,176,34,11,225,KEYMIN,185,23,14,90,FIELD,26,27,11,11
2682,once,2012-02-06T00:00:00,2,595,SUPPORT,138,28,14,73,FIELD,149,45,8,312,FIELD,34,46,16,419
2683,monthly,2012-08-08T00:00:00,1,841,SUPPORT,30,6,12,185,SUPPORT,43,1,17,71,SUPPORT,179,13,8,388
2684,once,2012-09-01T00:00:00,3,954,FIELD,125,1,3,135,SUPPORT,173,47,19,498,FIELD,91,50,20,175
2685,quarterly,2012-10-27T00:00:00,3,832,SUPPORT,46,48,19,314,SUPPORT,148,10,15,218,SUPPORT,186,43,15,276
2686,monthly,2012-03-29T00:00:00,3,591,SUPPORT,22,16,10,68,SUPPORT,90,14,4,25,SUPPORT,91,47,9,370
2687,once,2012-07-21T00:00:00,3,849,SUPPORT,32,3,7,385,SUPPORT,35,32,9,493,KEYMIN,118,23,10,139
2688,once,2012-09-03T00:00:00,1,759,KEYMIN,79,39,9,111,FIELD,5,3,1,404,SUPPORT,43,46,19,326
2689,monthly,2012-12-20T00:00:00,2,971,SUPPORT,75,44,9,350,SUPPORT,150,44,8,131,KEYMIN,113,7,15,264
2690,monthly,2012-04-06T00:00:00,2,436,SUPPORT,189,3,1,370,KEYMIN,126,33,12,182,SUPPORT,60,2,18,245
2691,once,2012-08-12T00:00:00,1,313,SUPPORT,64,17,6,423,SUPPORT,6,46,17,177,SUPPORT,94,15,6,452
2692,monthly,2012-03-27T00:00:00,1,156,SUPPORT,103,24,12,398,SUPPORT,67,20,1,421,SUPPORT,54,20,2,464
2693,monthly,2012-08-06T00:00:00,1,297,SUPPORT,191,49,19,157,SUPPORT,93,2,9,177,SUPPORT,176,9,5,292
2694,quarterly,2012-01-23T00:00:00,2,136,SUPPORT,67,30,7,167,SUPPORT,78,21,13,267,SUPPORT,161,14,10,394
2695,monthly,2012-03-17T00:00:00,1,255,KEYMIN,111,26,5,323,FIELD,143,5,12,6,SUPPORT,122,21,5,404
2696,quarterly,2012-12-28T00:00:00,2,464,SUPPORT,94,19,8,223,KEYMIN,119,42,2,295,SUPPORT,57,15,9,334
2697,monthly,2012-09-15T00:00:00,3,689,SUPPORT,136,37,8,120,SUPPORT,156,3,9,298,SUPPORT,78,19,10,316
2698,monthly,2012-08-18T00:00:00,2,571,SUPPORT,193,22,15,414,KEYMIN,40,9,5,42,SUPPORT,18,46,11,374
2699,quarterly,2012-12-02T00:00:00,3,903,FIELD,148,25,8,168,SUPPORT,123,35,13,57,KEYMIN,147,46,9,398
2700,monthly,2012-03-03T00:00:00,1,786,FIELD,95,30,8,211,SUPPORT,196,18,11,379,KEYMIN,160,9,19,422
2701,once,2012-01-25T00:00:00,3,138,SUPPORT,80,26,9,302,SUPPORT,14,11,12,122,SUPPORT,26,49,19,409
2702,quarterly,2012-10-21T00:00:00,1,90,FIELD,200,18,13,282,FIELD,40,47,20,57,FIELD,53,37,5,323
2703,monthly,2012-07-23T00:00:00,3,17,KEYMIN,167,26,12,152,SUPPORT,116,24,5,233,FIELD,156,40,11,93
2704,once,2012-12-14T00:00:00,2,730,SUPPORT,92,40,14,49,SUPPORT,68,34,11,76,SUPPORT,29,47,9,98
2705,quarterly,2012-09-01T00:00:00,2,697,SUPPORT,79,9,7,471,SUPPORT,178,19,17,145,SUPPORT,58,36,3,289
2706,monthly,2012-02-02T00:00:00,2,67,KEYMIN,29,46,20,287,SUPPORT,59,42,7,173,SUPPORT,160,20,2,476
2707,monthly,2012-01-03T00:00:00,3,375,FIELD,4,33,16,215,SUPPORT,82,43,15,486,SUPPORT,94,6,14,484
2708,once,2012-05-10T00:00:00,1,507,SUPPORT,136,5,19,95,KEYMIN,136,18,1,200,SUPPORT,81,16,18,408
2709,once,2012-03-31T00:00:00,1,642,SUPPORT,155,42,10,81,FIELD,70,33,16,475,KEYMIN,131,47,1,151
2710,quarterly,2012-10-25T00:00:00,2,192,KEYMIN,133,32,1,432,SUPPORT,67,34,2,455,FIELD,194,49,12,39
2711,once,2012-05-28T00:00:00,2,515,SUPPORT,130,49,8,355,FIELD,176,26,19,174,KEYMIN,127,48,13,212
2712,monthly,2012-05-20T00:00:00,1,809,SUPPORT,125,44,6,479,FIELD,74,16,12,17,KEYMIN,178,24,19,217
2713,monthly,2012-04-26T00:00:00,2,357,FIELD,149,50,13,425,KEYMIN,199,21,2,208,SUPPORT,105,33,4,165
2714,monthly,2012-01-27T00:00:00,2,911,SUPPORT,137,40,11,219,SUPPORT,180,2,7,238,SUPPORT,91,24,16,226
2715,monthly,2012-01-29T00:00:00,2,847,FIELD,100,18,2,226,KEYMIN,125,45,16,421,KEYMIN,100,7,16,429
2716,once,2012-01-01T00:00:00,3,823,KEYMIN,95,42,18,284,SUPPORT,173,33,10,404,SUPPORT,172,45,3,220
2717,quarterly,2012-08-10T00:00:00,1,156,SUPPORT,70,49,1,492,SUPPORT,96,5,19,124,KEYMIN,129,16,12,342
2718,once,2012-12-08T00:00:00,1,361,SUPPORT,173,50,4,115,SUPPORT,142,15,12,396,SUPPORT,34,3,16,210
2719,monthly,2012-12-06T00:00:00,1,398,SUPPORT,16,10,3,173,KEYMIN,115,23,8,500,KEYMIN,12,19,11,152
2720,monthly,2012-01-17T00:00:00,3,204,SUPPORT,184,49,20,278,SUPPORT,95,41,6,151,SUPPORT,91,40,20,188
2721,once,2012-09-05T00:00:00,1,802,SUPPORT,146,45,18,478,KEYMIN,114,23,4,175,FIELD,5,35,4,89
2722,once,2012-03-09T00:00:00,1,185,SUPPORT,140,23,20,141,SUPPORT,171,41,13,413,SUPPORT,15,42,9,89
2723,monthly,2012-07-29T00:00:00,1,106,KEYMIN,14,47,16,139,SUPPORT,27,37,13,469,SUPPORT,54,29,15,420
2724,once,2012-06-01T00:00:00,2,719,SUPPORT,39,31,4,155,SUPPORT,110,32,15,359,FIELD,120,38,19,336
2725,monthly,2012-06-15T00:00:00,1,415,SUPPORT,187,7,10,282,SUPPORT,68,22,10,392,SUPPORT,175,23,2,387
2726,monthly,2012-11-20T00:00:00,3,400,SUPPORT,30,13,20,302,KEYMIN,180,13,3,229,SUPPORT,176,13,6,422
2727,quarterly,2012-08-08T00:00:00,2,61,SUPPORT,171,9,5,160,FIELD,73,15,2,476,SUPPORT,141,34,9,496
2728,monthly,2012-06-07T00:00:00,1,640,SUPPORT,68,47,4,55,FIELD,161,38,12,483,SUPPORT,74,11,2,346
2729,monthly,2012-04-16T00:00:00,1,202,KEYMIN,57,29,12,219,KEYMIN,92,42,11,367,KEYMIN,162,22,10,339
2730,once,2012-04-22T00:00:00,1,294,SUPPORT,94,28,1,355,SUPPORT,199,1,8,225,FIELD,48,32,1,163
2731,monthly,2012-02-22T00:00:00,2,476,SUPPORT,71,8,17,231,FIELD,125,22,2,72,SUPPORT,83,8,7,121
2732,quarterly,2012-09-29T00:00:00,2,217,KEYMIN,174,2,12,269,SUPPORT,72,15,20,51,KEYMIN,153,38,9,404
2733,once,2012-02-20T00:00:00,1,375,SUPPORT,40,5,2,250,SUPPORT,133,29,11,385,SUPPORT,5,25,3,460
2734,monthly,2012-03-31T00:00:00,2,347,SUPPORT,134,12,6,162,SUPPORT,132,30,4,369,SUPPORT,142,26,7,281
2735,monthly,2012-03-03T00:00:00,2,754,SUPPORT,123,21,7,365,SUPPORT,19,33,20,139,FIELD,100,2,13,260
2736,monthly,2012-11-02T00:00:00,3,684,KEYMIN,128,24,9,295,SUPPORT,174,30,18,381,KEYMIN,22,28,7,150
2737,monthly,2012-08-04T00:00:00,2,514,SUPPORT,178,39,6,217,FIELD,74,49,13,32,FIELD,18,6,9,318
2738,monthly,2012-10-05T00:00:00,1,726,KEYMIN,29,8,19,416,SUPPORT,192,47,6,148,KEYMIN,99,30,9,279
2739,once,2012-08-20T00:00:00,1,578,KEYMIN,150,29,4,240,SUPPORT,172,16,19,310,SUPPORT,85,20,5,413
2740,quarterly,2012-12-10T00:00:00,3,782,SUPPORT,39,6,16,348,SUPPORT,77,47,20,457,FIELD,93,34,1,300
2741,quarterly,2012-06-09T00:00:00,1,851,SUPPORT,78,34,11,159,SUPPORT,19,3,11,74,SUPPORT,157,49,20,374
2742,monthly,2012-08-12T00:00:00,1,61,FIELD,66,22,8,403,SUPPORT,144,50,10,469,KEYMIN,95,44,13,212
2743,once,2012-03-29T00:00:00,2,648,SUPPORT,186,9,14,296,KEYMIN,60,31,7,362,SUPPORT,156,28,18,193
2744,monthly,2012-09-21T00:00:00,1,885,SUPPORT,120,23,20,480,SUPPORT,90,15,19,82,FIELD,126,48,3,102
2745,monthly,2012-07-03T00:00:00,2,532,FIELD,161,23,5,37,SUPPORT,125,18,15,345,FIELD,32,13,9,439
2746,monthly,2012-09-25T00:00:00,2,631,FIELD,170,18,1,345,FIELD,138,35,15,148,FIELD,28,33,5,322
2747,monthly,2012-01-19T00:00:00,2,506,SUPPORT,42,10,8,373,KEYMIN,150,22,12,379,SUPPORT,33,17,6,489
2748,quarterly,2012-11-12T00:00:00,3,389,KEYMIN,160,31,9,481,KEYMIN,155,42,4,48,FIELD,193,8,2,48
2749,monthly,2012-01-19T00:00:00,2,367,SUPPORT,108,28,18,32,SUPPORT,176,31,12,157,SUPPORT,7,10,1,361
2750,monthly,2012-03-19T00:00:00,1,990,SUPPORT,167,14,15,361,SUPPORT,72,3,5,456,SUPPORT,172,5,20,436
2751,monthly,2012-07-17T00:00:00,1,305,SUPPORT,127,38,2,105,FIELD,6,6,15,54,SUPPORT,13,34,5,55
2752,quarterly,2012-08-20T00:00:00,2,865,FIELD,37,26,12,384,SUPPORT,110,13,20,147,FIELD,89,43,5,340
2753,monthly,2012-09-25T00:00:00,3,492,SUPPORT,150,50,20,80,SUPPORT,52,19,15,230,SUPPORT,151,31,11,321
2754,quarterly,2012-09-23T00:00:00,3,417,SUPPORT,2,40,6,490,FIELD,22,48,5,435,FIELD,103,7,18,34
2755,monthly,2012-12-20T00:00:00,3,141,FIELD,155,33,8,423,FIELD,142,23,3,438,FIELD,162,34,5,342
2756,monthly,2012-01-29T00:00:00,1,872,SUPPORT,188,45,4,285,SUPPORT,11,24,2,403,FIELD,180,5,3,109
2757,once,2012-07-07T00:00:00,2,346,KEYMIN,35,30,6,56,FIELD,92,25,6,37,KEYMIN,188,11,5,496
2758,monthly,2012-03-11T00:00:00,1,280,SUPPORT,163,44,15,242,FIELD,118,49,3,69,FIELD,49,15,4,347
2759,quarterly,2012-02-24T00:00:00,3,160,SUPPORT,165,36,10,363,FIELD,77,14,10,50,KEYMIN,195,1,20,364
2760,once,2012-11-24T00:00:00,1,102,KEYMIN,115,36,15,103,SUPPORT,197,19,9,374,SUPPORT,40,10,13,143
2761,once,2012-12-22T00:00:00,2,60,KEYMIN,148,31,11,462,SUPPORT,183,8,10,339,SUPPORT,138,17,11,240
2762,monthly,2012-02-10T00:00:00,1,656,SUPPORT,175,43,17,320,KEYMIN,130,1,7,54,KEYMIN,26,36,12,91
2763,monthly,2012-07-27T00:00:00,1,930,KEYMIN,133,21,6,315,SUPPORT,139,21,8,27,FIELD,61,42,4,83
2764,monthly,2012-12-08T00:00:00,1,269,FIELD,16,9,13,419,SUPPORT,141,13,12,465,SUPPORT,80,36,15,20
2765,monthly,2012-03-21T00:00:00,3,431,SUPPORT,129,6,16,133,FIELD,124,24,11,338,FIELD,68,26,7,476
2766,once,2012-08-28T00:00:00,2,98,SUPPORT,83,1,16,444,KEYMIN,154,39,7,110,SUPPORT,126,34,13,94
2767,monthly,2012-04-08T00:00:00,2,206,SUPPORT,66,42,17,447,SUPPORT,128,3,2,163,SUPPORT,109,24,1,153
2768,monthly,2012-12-28T00:00:00,1,131,SUPPORT,2,7,11,459,SUPPORT,103,46,14,147,SUPPORT,49,16,1,393
2769,quarterly,2012-12-16T00:00:00,2,474,SUPPORT,100,6,2,489,SUPPORT,164,7,6,308,FIELD,171,30,19,223
2770,monthly,2012-11-12T00:00:00,2,599,SUPPORT,199,42,2,383,FIELD,7,16,20,71,KEYMIN,104,19,15,308
2771,once,2012-09-05T00:00:00,2,347,SUPPORT,123,5,2,29,SUPPORT,143,46,18,304,SUPPORT,139,33,20,436
2772,monthly,2012-01-29T00:00:00,1,308,SUPPORT,8,39,4,58,SUPPORT,25,13,4,286,SUPPORT,151,19,8,360
2773,quarterly,2012-06-09T00:00:00,1,318,SUPPORT,168,6,16,443,SUPPORT,173,43,5,314,FIELD,33,41,8,416
2774,monthly,2012-07-29T00:00:00,1,855,FIELD,69,10,18,334,SUPPORT,22,10,8,245,KEYMIN,49,33,17,374
2775,monthly,2012-10-15T00:00:00,2,39,SUPPORT,194,48,13,440,SUPPORT,157,30,5,193,KEYMIN,80,3,10,122
2776,monthly,2012-02-20T00:00:00,1,379,FIELD,24,34,16,438,SUPPORT,137,45,13,358,SUPPORT,76,12,5,8
2777,monthly,2012-05-10T00:00:00,2,687,FIELD,122,47,5,29,SUPPORT,156,35,6,47,SUPPORT,23,29,7,315
2778,once,2012-03-05T00:00:00,2,922,SUPPORT,26,20,9,379,SUPPORT,32,25,3,212,SUPPORT,53,39,4,344
2779,monthly,2012-05-10T00:00:00,1,368,KEYMIN,111,45,7,489,SUPPORT,31,35,10,449,KEYMIN,52,9,3,31
2780,monthly,2012-01-19T00:00:00,2,677,SUPPORT,106,46,10,461,KEYMIN,101,24,7,31,FIELD,98,48,5,419
2781,once,2012-04-28T00:00:00,2,298,FIELD,151,23,16,272,SUPPORT,187,50,13,485,SUPPORT,115,45,6,436
2782,monthly,2012-02-20T00:00:00,1,318,SUPPORT,21,6,18,494,SUPPORT,169,39,5,259,SUPPORT,56,45,7,353
2783,monthly,2012-02-04T00:00:00,3,723,SUPPORT,196,17,14,222,SUPPORT,196,14,15,491,SUPPORT,171,32,13,112
2784,once,2012-07-23T00:00:00,2,791,KEYMIN,108,15,19,52,SUPPORT,153,29,4,34,FIELD,103,47,10,39
2785,monthly,2012-06-21T00:00:00,3,648,SUPPORT,149,45,11,172,SUPPORT,157,4,19,158,FIELD,22,21,17,136
2786,monthly,2012-07-23T00:00:00,2,226,SUPPORT,47,28,7,81,FIELD,15,22,15,48,SUPPORT,134,4,6,264
2787,quarterly,2012-05-02T00:00:00,2,242,FIELD,117,15,10,434,FIELD,151,26,5,190,KEYMIN,89,20,19,272
2788,monthly,2012-03-27T00:00:00,3,433,SUPPORT,119,47,7,413,FIELD,108,37,1,399,FIELD,185,14,6,160
2789,once,2012-09-17T00:00:00,2,618,SUPPORT,54,7,6,191,SUPPORT,134,26,12,286,KEYMIN,5,28,5,84
2790,monthly,2012-11-10T00:00:00,2,897,KEYMIN,2,3,9,202,SUPPORT,110,32,1,212,FIELD,26,35,16,129
2791,monthly,2012-10-21T00:00:00,1,256,SUPPORT,99,15,13,397,KEYMIN,137,24,8,98,SUPPORT,187,9,15,129
2792,quarterly,2012-02-12T00:00:00,2,178,SUPPORT,170,30,7,24,SUPPORT,68,7,5,138,SUPPORT,123,22,5,356
2793,quarterly,2012-03-07T00:00:00,1,71,SUPPORT,42,23,6,329,KEYMIN,40,39,15,160,SUPPORT,174,31,20,314
2794,once,2012-06-15T00:00:00,1,555,SUPPORT,69,21,18,365,SUPPORT,186,3,15,15,KEYMIN,97,26,20,54
2795,quarterly,2012-11-30T00:00:00,2,543,SUPPORT,8,21,12,477,SUPPORT,29,43,7,489,SUPPORT,47,22,7,372
2796,monthly,2012-01-31T00:00:00,1,478,KEYMIN,135,21,11,364,SUPPORT,179,30,6,447,SUPPORT,80,39,10,319
2797,quarterly,2012-01-27T00:00:00,1,771,KEYMIN,52,47,17,183,SUPPORT,18,18,16,199,SUPPORT,149,26,2,15
2798,monthly,2012-05-20T00:00:00,2,728,SUPPORT,96,3,10,338,SUPPORT,108,31,10,23,FIELD,30,31,11,457
2799,monthly,2012-05-30T00:00:00,1,357,SUPPORT,140,10,16,308,SUPPORT,101,13,16,10,SUPPORT,86,33,10,100
2800,quarterly,2012-05-24T00:00:00,2,181,FIELD,20,42,14,326,FIELD,26,2,15,327,SUPPORT,102,12,2,369
2801,monthly,2012-12-22T00:00:00,1,512,SUPPORT,136,4,15,127,SUPPORT,90,9,5,183,FIELD,38,27,15,155
2802,once,2012-02-26T00:00:00,1,286,SUPPORT,132,2,13,83,SUPPORT,199,42,13,141,KEYMIN,103,32,12,282
2803,once,2012-11-08T00:00:00,2,314,KEYMIN,177,48,12,196,SUPPORT,100,30,20,315,SUPPORT,9,2,19,31
2804,once,2012-12-14T00:00:00,1,70,SUPPORT,107,15,15,273,KEYMIN,45,50,20,384,SUPPORT,118,43,12,278
2805,quarterly,2012-03-29T00:00:00,1,178,KEYMIN,34,16,13,299,KEYMIN,20,45,14,275,SUPPORT,182,49,10,75
2806,once,2012-07-03T00:00:00,3,462,SUPPORT,101,33,6,234,SUPPORT,109,6,16,32,KEYMIN,184,18,7,21
2807,monthly,2012-09-03T00:00:00,1,670,FIELD,172,39,14,345,SUPPORT,148,8,14,414,SUPPORT,58,5,17,151
2808,monthly,2012-09-15T00:00:00,3,611,SUPPORT,93,44,18,360,KEYMIN,14,27,2,391,KEYMIN,162,14,9,438
2809,quarterly,2012-04-12T00:00:00,2,799,SUPPORT,26,30,12,425,SUPPORT,124,7,18,73,FIELD,61,34,14,57
2810,once,2012-07-03T00:00:00,3,913,SUPPORT,148,17,10,105,FIELD,190,48,8,70,SUPPORT,71,15,15,239
2811,quarterly,2012-09-05T00:00:00,3,674,SUPPORT,21,13,18,294,FIELD,73,15,5,350,KEYMIN,164,3,10,72
2812,monthly,2012-02-26T00:00:00,3,375,SUPPORT,107,4,4,425,SUPPORT,134,19,18,345,SUPPORT,182,7,1,397
2813,once,2012-02-24T00:00:00,2,316,KEYMIN,95,6,9,450,SUPPORT,90,34,3,380,SUPPORT,47,48,10,271
2814,monthly,2012-02-12T00:00:00,1,33,SUPPORT,38,13,17,315,SUPPORT,1,27,1,231,KEYMIN,8,38,18,241
2815,monthly,2012-08-26T00:00:00,1,293,KEYMIN,81,26,17,402,SUPPORT,189,18,6,298,SUPPORT,94,20,2,395
2816,quarterly,2012-05-10T00:00:00,2,469,SUPPORT,38,6,19,75,FIELD,152,21,1,362,SUPPORT,2,28,14,427
2817,monthly,2012-04-26T00:00:00,1,279,SUPPORT,114,40,4,201,KEYMIN,157,40,13,369,FIELD,43,10,2,230
2818,monthly,2012-08-12T00:00:00,2,453,FIELD,74,48,9,26,KEYMIN,150,1,20,444,KEYMIN,59,14,10,484
2819,once,2012-01-31T00:00:00,1,385,FIELD,5,34,8,20,SUPPORT,135,6,10,162,SUPPORT,179,8,14,122
2820,quarterly,2012-11-04T00:00:00,2,634,SUPPORT,80,37,17,290,SUPPORT,1,14,1,357,SUPPORT,152,40,11,447
2821,quarterly,2012-06-17T00:00:00,2,393,FIELD,60,28,7,486,SUPPORT,18,19,9,109,SUPPORT,67,4,7,21
2822,monthly,2012-08-20T00:00:00,3,76,SUPPORT,82,42,2,272,SUPPORT,26,10,17,56,FIELD,124,10,10,415
2823,monthly,2012-10-11T00:00:00,1,637,KEYMIN,45,10,14,60,KEYMIN,7,46,12,321,KEYMIN,93,41,5,420
2824,monthly,2012-01-27T00:00:00,1,157,FIELD,91,8,5,129,SUPPORT,109,18,5,5,SUPPORT,122,31,2,241
2825,once,2012-09-21T00:00:00,1,714,FIELD,114,3,12,68,FIELD,125,19,13,205,KEYMIN,85,33,18,185
2826,once,2012-09-03T00:00:00,2,773,SUPPORT,72,5,13,18,KEYMIN,100,8,3,262,FIELD,115,32,13,429
2827,monthly,2012-10-31T00:00:00,2,36,SUPPORT,78,1,16,52,KEYMIN,36,23,7,427,FIELD,115,47,4,420
2828,quarterly,2012-01-17T00:00:00,1,93,SUPPORT,106,25,3,368,FIELD,139,3,14,67,SUPPORT,159,31,14,222
2829,quarterly,2012-08-10T00:00:00,3,266,KEYMIN,135,21,12,216,SUPPORT,79,48,17,311,KEYMIN,8,25,17,192
2830,monthly,2012-11-14T00:00:00,3,813,FIELD,12,23,9,27,KEYMIN,104,32,8,500,FIELD,76,22,6,499
2831,once,2012-10-09T00:00:00,1,591,SUPPORT,73,41,6,263,SUPPORT,153,9,15,488,KEYMIN,96,1,17,284
2832,monthly,2012-08-08T00:00:00,1,292,FIELD,85,46,17,31,KEYMIN,100,38,13,17,SUPPORT,86,16,19,280
2833,monthly,2012-08-26T00:00:00,2,21,SUPPORT,27,19,9,434,SUPPORT,9,15,17,352,KEYMIN,36,29,3,74
2834,once,2012-09-01T00:00:00,1,795,FIELD,155,1,19,134,SUPPORT,42,1,1,126,FIELD,152,43,20,210
2835,monthly,2012-01-31T00:00:00,1,511,FIELD,33,26,12,415,FIELD,147,1,5,303,SUPPORT,126,41,11,23
2836,once,2012-03-25T00:00:00,1,779,KEYMIN,145,33,14,315,SUPPORT,159,6,17,6,SUPPORT,50,25,16,237
2837,quarterly,2012-12-10T00:00:00,2,1000,KEYMIN,91,32,10,104,KEYMIN,90,9,17,158,SUPPORT,107,39,18,65
2838,quarterly,2012-01-25T00:00:00,3,473,SUPPORT,171,45,16,63,SUPPORT,45,8,9,381,SUPPORT,36,12,3,344
2839,monthly,2012-09-03T00:00:00,3,599,SUPPORT,22,23,5,405,SUPPORT,7,33,4,119,KEYMIN,50,6,12,496
2840,monthly,2012-08-24T00:00:00,1,294,SUPPORT,88,49,15,318,SUPPORT,145,6,11,331,FIELD,40,14,3,200
2841,monthly,2012-11-26T00:00:00,2,819,SUPPORT,184,38,3,193,KEYMIN,108,21,16,319,SUPPORT,84,49,9,424
2842,once,2012-11-16T00:00:00,1,12,KEYMIN,13,23,16,252,SUPPORT,196,44,11,288,FIELD,56,50,8,317
2843,once,2012-02-22T00:00:00,1,312,FIELD,98,2,7,37,SUPPORT,170,4,12,187,SUPPORT,114,8,12,77
2844,once,2012-12-12T00:00:00,2,985,SUPPORT,101,26,15,13,KEYMIN,171,34,14,229,SUPPORT,54,17,14,294
2845,monthly,2012-05-22T00:00:00,2,974,SUPPORT,124,34,5,447,SUPPORT,156,10,1,202,SUPPORT,161,8,7,434
2846,once,2012-05-24T00:00:00,1,286,FIELD,35,37,13,22,SUPPORT,168,15,8,283,FIELD,51,7,5,75
2847,monthly,2012-09-15T00:00:00,2,230,SUPPORT,140,44,12,240,SUPPORT,10,36,14,396,SUPPORT,92,49,4,399
2848,quarterly,2012-07-29T00:00:00,1,771,SUPPORT,51,38,2,300,SUPPORT,156,23,11,228,SUPPORT,109,10,17,218
2849,once,2012-12-08T00:00:00,2,336,SUPPORT,2,18,14,400,FIELD,171,23,3,102,KEYMIN,102,23,17,404
2850,quarterly,2012-07-27T00:00:00,1,857,SUPPORT,188,10,14,333,FIELD,82,31,4,352,KEYMIN,174,46,16,126
2851,once,2012-03-15T00:00:00,2,74,SUPPORT,171,5,5,118,FIELD,108,28,17,45,KEYMIN,97,1,12,206
2852,monthly,2012-06-03T00:00:00,1,329,KEYMIN,96,36,14,165,FIELD,56,26,8,459,FIELD,144,29,18,436
2853,quarterly,2012-02-08T00:00:00,1,620,KEYMIN,197,12,11,391,SUPPORT,55,38,12,265,FIELD,93,46,15,446
2854,monthly,2012-10-09T00:00:00,1,654,SUPPORT,140,13,9,91,KEYMIN,171,10,18,300,SUPPORT,136,29,14,253
2855,once,2012-10-05T00:00:00,1,79,SUPPORT,133,31,9,242,KEYMIN,14,40,3,313,SUPPORT,65,6,2,432
2856,monthly,2012-03-09T00:00:00,2,590,KEYMIN,53,25,6,475,FIELD,112,32,13,384,FIELD,174,49,9,13
2857,quarterly,2012-03-21T00:00:00,2,229,FIELD,4,49,17,278,FIELD,190,26,5,322,KEYMIN,64,17,14,405
2858,quarterly,2012-04-02T00:00:00,3,415,SUPPORT,111,15,6,184,KEYMIN,51,10,5,195,SUPPORT,177,24,11,232
2859,monthly,2012-02-22T00:00:00,2,34,SUPPORT,176,17,8,120,KEYMIN,110,26,12,136,SUPPORT,104,29,4,138
